living_area,year_built,beds,full_bath,half_bath,property_type,list_price,list_price_per_sq_ft,sold_price,sold_price_per_sq_ft,living_area_above_ground,price_per_sq_ft,list_date,closing_date
"3,521",1998,5,4,1,Detached,"$538,000.00",$152.80,"$532,000.00",$151.09,"3,521",$151.09,7/6/2014,9/18/2014
"2,426",2014,4,3,0,Detached,"$480,000.00",$197.86,"$532,000.00",$219.29,"2,426",$219.29,6/7/2021,7/9/2021
"4,154",2006,5,3,0,Detached,"$560,000.00",$134.81,"$532,000.00",$128.07,"4,154",$128.07,2/13/2019,7/9/2019
"2,125",1997,3,2,1,Attached,"$480,000.00",$225.88,"$532,000.00",$250.35,"2,125",$250.35,1/29/2022,3/8/2022
"2,575",2016,3,3,1,Attached,"$460,000.00",$178.64,"$532,000.00",$206.60,"2,575",$206.60,10/29/2021,12/10/2021
"2,193",2015,3,2,1,Attached,"$515,000.00",$234.84,"$532,000.00",$242.59,"2,193",$242.59,10/12/2021,11/19/2021
"4,347",2009,5,5,0,Detached,"$545,000.00",$125.37,"$532,500.00",$122.50,"4,347",$122.50,3/20/2014,5/22/2014
"3,445",1994,4,2,1,Detached,"$540,000.00",$156.75,"$532,500.00",$154.57,"3,445",$154.57,12/12/2017,1/30/2018
"4,982",2012,5,4,0,Detached,"$532,500.00",$106.88,"$532,500.00",$106.89,"4,141",$106.88,12/3/2012,12/3/2012
"3,750",2001,4,3,1,Detached,"$559,000.00",$149.07,"$532,500.00",$142.00,"3,750",$142.00,11/17/2005,1/5/2006
"3,652",2014,5,4,0,Detached,"$534,900.00",$146.47,"$532,500.00",$145.81,"3,652",$145.81,7/24/2017,8/25/2017
"3,601",2014,5,4,1,Detached,"$531,960.00",$147.73,"$532,510.00",$147.88,"3,601",$147.88,4/23/2014,12/30/2014
"4,020",2008,6,4,0,Detached,"$550,000.00",$136.82,"$532,670.00",$132.50,"3,005",$132.50,3/11/2015,4/21/2015
"3,805",2011,4,3,1,Detached,"$498,867.00",$131.11,"$532,690.00",$140.00,"3,805",$140.00,4/27/2011,9/6/2011
"2,534",2021,4,2,1,Detached,"$532,836.00",$210.27,"$532,836.00",$210.27,"2,534",$210.27,8/30/2021,12/20/2021
"3,257",2019,4,4,0,Detached,"$532,845.00",$163.60,"$532,845.00",$163.60,"3,257",$163.60,6/10/2019,3/11/2020
"3,868",2004,6,3,1,Detached,"$532,900.00",$137.77,"$532,900.00",$137.77,"3,868",$137.77,4/28/2004,4/28/2004
"3,796",2008,5,3,1,Detached,"$520,655.00",$137.16,"$532,984.00",$140.41,"3,796",$140.41,2/4/2008,8/15/2008
"2,970",2017,5,3,0,Detached,"$541,885.00",$182.45,"$532,990.00",$179.46,"2,970",$179.46,6/8/2017,12/21/2017
"4,170",2005,5,3,1,Detached,"$535,900.00",$128.51,"$533,000.00",$127.82,"4,170",$127.82,2/22/2007,6/6/2007
"3,821",1996,5,3,1,Detached,"$532,900.00",$139.47,"$533,000.00",$139.49,"3,821",$139.49,5/4/2007,7/31/2007
"3,800",2001,5,4,0,Detached,"$544,500.00",$143.29,"$533,000.00",$140.26,"3,800",$140.26,3/25/2004,6/11/2004
"2,192",2006,4,2,1,Detached,"$498,000.00",$227.19,"$533,000.00",$243.16,"2,192",$243.16,1/1/2022,2/11/2022
"3,911",2004,4,4,1,Detached,"$529,000.00",$135.26,"$533,000.00",$136.28,"3,911",$136.28,7/5/2020,10/16/2020
"3,914",2015,4,3,1,Detached,"$539,999.00",$137.97,"$533,000.00",$136.18,"2,730",$136.18,11/12/2015,4/27/2016
"3,906",2007,5,5,0,Detached,"$539,000.00",$137.99,"$533,300.00",$136.53,"3,906",$136.53,4/24/2016,7/14/2016
"3,002",2011,4,3,0,Detached,"$525,000.00",$174.88,"$533,500.00",$177.71,"3,002",$177.71,9/10/2020,10/30/2020
"3,918",2006,5,3,0,Detached,"$559,000.00",$142.67,"$533,700.00",$136.22,"3,918",$136.22,2/28/2019,4/29/2019
"3,582",2004,5,5,1,Detached,"$519,900.00",$145.14,"$533,706.00",$149.00,"3,582",$149.00,9/21/2004,10/27/2004
"2,534",2021,4,3,1,Detached,"$533,706.00",$210.62,"$533,706.00",$210.62,"2,534",$210.62,8/30/2021,12/9/2021
"3,480",2006,5,3,1,Detached,"$550,000.00",$158.05,"$534,000.00",$153.45,"3,480",$153.45,4/24/2014,6/19/2014
"3,942",2007,4,3,1,Detached,"$544,000.00",$138.00,"$534,000.00",$135.46,"3,942",$135.46,4/2/2008,5/16/2008
"3,557",2011,5,4,0,Detached,"$549,000.00",$154.34,"$534,000.00",$150.13,"3,557",$150.13,6/15/2011,12/22/2011
"3,635",2017,5,3,0,Detached,"$559,750.00",$153.99,"$534,227.00",$146.97,"3,635",$146.97,9/2/2017,5/21/2018
"3,394",2005,4,3,1,Detached,"$518,000.00",$152.62,"$534,400.00",$157.45,"3,394",$157.45,12/9/2005,4/28/2006
"3,845",2008,5,4,0,Detached,"$540,000.00",$140.44,"$534,500.00",$139.01,"3,845",$139.01,1/30/2019,1/30/2019
"4,701",2007,4,3,1,Detached,"$549,900.00",$116.98,"$534,500.00",$113.70,"2,790",$113.70,6/25/2016,8/17/2016
"3,526",2017,5,3,1,Detached,"$537,684.00",$152.49,"$534,718.00",$151.65,"3,526",$151.65,7/26/2017,2/14/2018
"3,896",2011,5,4,1,Detached,"$539,900.00",$138.58,"$534,900.00",$137.30,"3,896",$137.29,9/17/2011,4/4/2012
"3,206",2007,5,4,0,Detached,"$534,900.00",$166.84,"$534,900.00",$166.84,"3,206",$166.84,10/31/2006,9/27/2007
"2,946",1997,4,2,1,Detached,"$534,900.00",$181.57,"$534,900.00",$181.57,"2,946",$181.57,3/19/2015,4/28/2015
"3,700",2005,4,3,1,Detached,"$539,900.00",$145.92,"$534,900.00",$144.57,"3,700",$144.57,4/26/2016,6/9/2016
"3,387",2005,5,4,0,Detached,"$534,900.00",$157.93,"$534,900.00",$157.93,"3,387",$157.93,9/16/2004,6/26/2005
"3,536",2005,5,3,1,Detached,"$539,900.00",$152.69,"$534,900.00",$151.27,"3,536",$151.27,6/27/2015,9/14/2015
"3,257",2018,4,4,0,Detached,"$534,990.00",$164.26,"$534,990.00",$164.26,"3,257",$164.26,10/9/2018,11/29/2018
"3,839",2009,5,4,0,Detached,"$559,000.00",$145.61,"$535,000.00",$139.36,"3,839",$139.36,9/29/2009,8/2/2010
"3,689",1998,4,2,1,Detached,"$540,000.00",$146.38,"$535,000.00",$145.03,"3,689",$145.03,9/23/2015,12/2/2015
"3,646",2000,4,4,1,Detached,"$541,900.00",$148.63,"$535,000.00",$146.74,"3,646",$146.74,1/8/2010,2/26/2010
"3,533",1999,5,3,0,Detached,"$535,000.00",$151.43,"$535,000.00",$151.43,"3,533",$151.43,3/1/2018,3/1/2018
"3,945",2010,4,4,1,Detached,"$545,000.00",$138.15,"$535,000.00",$135.61,"3,945",$135.61,4/22/2015,5/22/2015
"3,780",2011,5,4,0,Detached,"$550,000.00",$145.50,"$535,000.00",$141.53,"3,780",$141.53,8/20/2011,8/2/2012
"3,675",2005,5,4,0,Detached,"$549,900.00",$149.63,"$535,000.00",$145.58,"3,675",$145.58,3/21/2007,5/3/2007
"4,398",2005,5,5,0,Detached,"$534,900.00",$121.62,"$535,000.00",$121.65,"4,398",$121.65,9/10/2012,1/4/2013
"3,750",2003,4,4,1,Detached,"$549,900.00",$146.64,"$535,000.00",$142.67,"3,750",$142.67,6/21/2007,8/28/2007
"4,275",2008,5,4,1,Detached,"$540,000.00",$126.32,"$535,000.00",$125.15,"2,929",$125.15,6/19/2014,8/14/2014
"3,792",2001,5,3,1,Detached,"$549,000.00",$144.78,"$535,000.00",$141.09,"3,792",$141.09,3/23/2018,8/14/2018
"3,741",2008,4,3,1,Detached,"$535,000.00",$143.01,"$535,000.00",$143.01,"3,741",$143.01,2/22/2017,4/28/2017
"3,592",2000,5,3,1,Detached,"$539,900.00",$150.31,"$535,000.00",$148.94,"3,592",$148.94,7/8/2005,8/19/2005
"3,553",2005,5,4,0,Detached,"$540,000.00",$151.98,"$535,000.00",$150.58,"3,553",$150.58,9/1/2008,5/28/2009
"3,295",2011,5,4,0,Detached,"$550,000.00",$166.92,"$535,000.00",$162.37,"3,295",$162.37,1/2/2017,2/23/2017
"4,417",2001,6,4,1,Detached,"$539,900.00",$122.23,"$535,000.00",$121.12,"3,383",$121.12,1/31/2013,7/9/2013
"3,028",2008,4,4,0,Detached,"$539,900.00",$178.30,"$535,000.00",$176.68,"3,653",$176.68,4/17/2008,7/11/2008
"3,505",2005,4,3,1,Detached,"$535,000.00",$152.64,"$535,000.00",$152.64,"3,505",$152.64,5/15/2015,8/14/2015
"3,270",2006,4,3,0,Detached,"$532,000.00",$162.69,"$535,000.00",$163.61,"3,270",$163.61,2/24/2020,3/26/2020
"2,108",2005,3,2,1,Attached,"$529,900.00",$251.38,"$535,000.00",$253.80,"2,108",$253.80,4/13/2022,5/27/2022
"3,641",2018,5,4,1,Detached,"$549,990.00",$151.05,"$535,000.00",$146.94,"3,641",$146.94,7/9/2018,11/19/2018
"2,350",2021,4,3,1,Attached,"$535,000.00",$227.66,"$535,000.00",$227.66,"2,350",$227.66,12/6/2021,1/31/2022
"4,126",1999,5,3,1,Detached,"$540,000.00",$130.88,"$535,000.00",$129.67,"3,050",$129.67,2/28/2019,4/15/2019
"2,242",2019,4,3,0,Attached,"$495,000.00",$220.79,"$535,000.00",$238.63,"2,242",$238.63,10/5/2021,11/19/2021
"3,748",2008,5,4,1,Detached,"$539,900.00",$144.05,"$535,000.00",$142.74,"3,748",$142.74,11/18/2020,3/5/2021
"3,219",2014,4,3,0,Detached,"$535,000.00",$166.20,"$535,000.00",$166.20,"3,219",$166.20,7/3/2020,8/18/2020
"3,072",2005,4,3,1,Detached,"$549,000.00",$178.71,"$535,000.00",$174.15,"3,072",$174.15,6/14/2019,7/19/2019
"2,904",2020,4,2,1,Detached,"$535,000.00",$184.23,"$535,000.00",$184.23,"2,904",$184.23,7/13/2020,12/1/2020
"2,843",1996,4,2,1,Detached,"$525,000.00",$184.66,"$535,000.00",$188.18,"2,843",$188.18,7/14/2020,8/14/2020
"2,575",2016,3,3,1,Attached,"$540,000.00",$209.71,"$535,000.00",$207.77,"2,575",$207.77,5/28/2021,9/10/2021
"2,289",2007,3,2,0,Detached,"$500,000.00",$218.44,"$535,000.00",$233.73,"2,289",$233.73,6/3/2021,6/28/2021
"4,439",2007,4,3,1,Detached,"$549,900.00",$123.88,"$535,000.00",$120.52,"2,489",$120.52,4/12/2018,7/23/2018
"2,989",2016,4,3,0,Detached,"$510,000.00",$170.63,"$535,000.00",$178.99,"2,989",$178.99,10/21/2020,11/24/2020
"2,471",2006,3,2,1,Detached,"$525,000.00",$212.46,"$535,000.00",$216.51,"2,471",$216.51,3/30/2021,4/26/2021
"4,495",2007,4,3,1,Detached,"$535,000.00",$119.02,"$535,000.00",$119.02,"2,569",$119.02,7/22/2011,9/8/2011
"2,932",2010,3,3,1,Detached,"$545,000.00",$185.88,"$535,000.00",$182.47,"2,932",$182.47,11/12/2020,11/12/2020
"4,619",2005,5,5,1,Detached,"$535,097.00",$115.85,"$535,097.00",$115.85,"3,471",$115.85,7/12/2005,7/20/2005
"3,284",2005,5,4,1,Detached,"$498,900.00",$151.92,"$535,260.00",$162.99,"3,284",$162.99,7/31/2005,10/28/2005
"3,625",1997,4,3,1,Detached,"$564,900.00",$155.83,"$535,412.00",$147.70,"3,625",$147.70,5/24/2011,7/28/2011
"3,318",2006,4,3,1,Detached,"$539,500.00",$162.60,"$535,600.00",$161.42,"3,318",$161.42,8/24/2016,10/5/2016
"3,578",2006,5,3,1,Detached,"$517,770.00",$144.71,"$535,705.00",$149.72,"3,578",$149.72,2/10/2006,8/28/2006
"2,652",2018,3,3,0,Detached,"$558,090.00",$210.44,"$535,835.00",$202.05,"2,652",$202.05,8/4/2018,11/29/2018
"3,294",2007,5,4,1,Detached,"$535,900.00",$162.69,"$535,900.00",$162.69,"3,294",$162.69,3/19/2007,7/20/2007
"3,185",2005,4,3,1,Detached,"$535,900.00",$168.26,"$535,900.00",$168.26,"3,185",$168.26,11/30/2005,11/30/2005
"3,763",2006,5,4,0,Detached,"$558,069.00",$148.30,"$536,000.00",$142.44,"3,763",$142.44,12/4/2006,4/19/2007
"3,913",2000,5,3,1,Detached,"$569,000.00",$145.41,"$536,000.00",$136.98,"3,913",$136.98,1/18/2011,5/23/2011
"3,250",2003,5,4,0,Detached,"$535,000.00",$164.62,"$536,000.00",$164.92,"3,250",$164.92,10/15/2015,12/9/2015
"3,551",1997,4,3,1,Detached,"$569,900.00",$160.49,"$536,000.00",$150.94,"3,551",$150.94,10/24/2008,2/26/2009
"3,140",1995,4,2,1,Detached,"$525,000.00",$167.20,"$536,000.00",$170.70,"3,140",$170.70,10/24/2020,1/8/2021
"2,230",2013,3,2,1,Detached,"$499,000.00",$223.77,"$536,000.00",$240.36,"2,230",$240.36,8/21/2021,10/14/2021
"2,443",1994,3,2,1,Detached,"$485,000.00",$198.53,"$536,000.00",$219.40,"2,443",$219.40,7/30/2021,9/13/2021
"3,176",1996,4,2,1,Detached,"$525,000.00",$165.30,"$536,200.00",$168.83,"3,176",$168.83,2/1/2018,3/16/2018
"5,608",2012,6,5,0,Detached,"$536,345.00",$95.64,"$536,345.00",$95.64,"3,848",$95.64,2/15/2013,2/15/2013
"3,705",2005,4,3,1,Detached,"$536,490.00",$144.80,"$536,490.00",$144.80,"3,705",$144.80,5/5/2005,8/8/2005
"3,611",2006,4,3,1,Detached,"$532,500.00",$147.47,"$536,617.00",$148.61,"3,611",$148.61,1/21/2006,2/4/2007
"3,428",2006,4,3,1,Detached,"$549,990.00",$160.44,"$536,625.00",$156.54,"3,428",$156.54,6/16/2020,9/4/2020
"3,477",2016,5,4,0,Detached,"$534,348.00",$153.68,"$536,648.00",$154.34,"3,477",$154.34,6/23/2016,7/25/2017
"3,356",2005,5,3,1,Detached,"$527,400.00",$157.15,"$536,705.00",$159.92,"3,356",$159.92,3/18/2006,3/18/2006
"3,618",2008,4,3,1,Detached,"$493,445.00",$136.39,"$536,717.00",$148.35,"3,618",$148.35,12/3/2008,4/29/2009
"4,190",2006,5,3,1,Detached,"$500,968.00",$119.56,"$536,781.00",$128.11,"4,190",$128.11,12/13/2005,8/15/2006
"3,340",2001,4,3,1,Detached,"$574,900.00",$172.13,"$536,800.00",$160.72,"3,340",$160.72,6/2/2006,8/23/2006
"3,891",2005,5,3,1,Detached,"$549,900.00",$141.33,"$536,800.00",$137.96,"3,891",$137.96,4/29/2017,6/21/2017
"3,763",2005,5,4,0,Detached,"$545,000.00",$144.83,"$536,810.00",$142.66,"3,763",$142.65,4/26/2005,8/26/2005
"2,350",2022,4,3,1,Attached,"$536,500.00",$228.30,"$536,850.00",$228.45,"2,350",$228.45,3/4/2022,5/24/2022
"3,611",2012,5,4,0,Detached,"$535,978.00",$148.43,"$536,869.00",$148.68,"3,611",$148.68,4/18/2012,11/9/2012
"3,352",2005,4,3,1,Detached,"$529,900.00",$158.08,"$536,900.00",$160.17,"3,352",$160.17,6/16/2005,9/17/2005
"3,625",2007,6,4,0,Detached,"$536,900.00",$148.11,"$536,900.00",$148.11,"3,625",$148.11,11/30/2019,2/14/2020
"2,534",2021,4,3,0,Detached,"$536,906.00",$211.88,"$536,906.00",$211.88,"2,534",$211.88,6/23/2021,11/16/2021
"3,290",1997,4,3,1,Detached,"$550,000.00",$167.17,"$537,000.00",$163.22,"3,290",$163.22,6/6/2010,7/19/2010
"3,119",2017,5,4,0,Detached,"$550,000.00",$176.34,"$537,000.00",$172.17,"3,119",$172.17,5/12/2017,12/21/2017
"3,300",1998,4,3,1,Detached,"$529,900.00",$160.58,"$537,000.00",$162.73,"3,300",$162.73,4/21/2013,7/1/2013
"4,472",2007,5,5,0,Detached,"$549,900.00",$122.97,"$537,000.00",$120.08,"3,576",$120.08,3/6/2009,4/30/2009
"3,730",2011,5,4,0,Detached,"$549,900.00",$147.43,"$537,000.00",$143.97,"3,730",$143.97,7/17/2017,10/25/2017
"3,590",2014,5,3,0,Detached,"$545,000.00",$151.81,"$537,000.00",$149.58,"3,590",$149.58,6/21/2019,11/4/2019
"4,201",2008,6,4,0,Detached,"$549,000.00",$130.68,"$537,000.00",$127.83,"2,976",$127.83,7/19/2019,9/20/2019
"3,039",1998,5,2,1,Detached,"$550,000.00",$180.98,"$537,000.00",$176.70,"3,039",$176.70,9/10/2020,10/29/2020
"3,577",2007,5,3,1,Detached,"$525,000.00",$146.77,"$537,000.00",$150.13,"3,577",$150.13,8/18/2020,9/28/2020
"3,873",2006,4,3,1,Detached,"$545,000.00",$140.72,"$537,500.00",$138.78,"3,873",$138.78,2/17/2014,8/15/2014
"3,944",2002,4,4,1,Detached,"$550,000.00",$139.45,"$537,500.00",$136.28,"3,944",$136.28,3/14/2011,7/11/2011
"3,810",2001,4,4,1,Detached,"$550,000.00",$144.36,"$537,500.00",$141.08,"3,810",$141.08,7/19/2008,12/2/2008
"5,224",2013,6,5,0,Detached,"$536,990.00",$102.79,"$537,590.00",$102.91,"3,656",$102.91,1/1/2013,6/24/2013
"3,763",2006,4,4,0,Detached,"$559,680.00",$148.73,"$537,744.00",$142.90,"3,763",$142.90,4/28/2006,1/1/2007
"3,205",2017,5,4,0,Detached,"$537,060.00",$167.57,"$537,750.00",$167.78,"3,205",$167.78,9/5/2017,12/28/2017
"3,685",1998,5,3,1,Detached,"$549,900.00",$149.23,"$538,000.00",$146.00,"3,685",$146.00,10/12/2017,12/20/2017
"3,371",2010,4,3,1,Detached,"$538,000.00",$159.60,"$538,000.00",$159.60,"3,371",$159.60,5/23/2010,9/17/2010
"4,280",2007,5,3,1,Detached,"$557,600.00",$130.28,"$538,000.00",$125.70,"4,280",$125.70,1/3/2014,3/3/2014
"3,465",2005,5,3,1,Detached,"$538,000.00",$155.27,"$538,000.00",$155.27,"3,465",$155.27,8/13/2005,12/15/2005
"3,373",1999,5,3,1,Detached,"$534,999.00",$158.61,"$538,000.00",$159.50,"3,373",$159.50,9/18/2020,11/16/2020
"4,519",2013,5,5,0,Detached,"$524,700.00",$116.11,"$538,006.00",$119.05,"3,512",$119.05,9/4/2013,1/21/2014
"3,209",2011,5,4,0,Detached,"$529,900.00",$165.13,"$538,150.00",$167.70,"3,209",$167.70,11/5/2010,5/27/2011
"3,216",2019,4,4,0,Detached,"$538,150.00",$167.34,"$538,150.00",$167.34,"3,216",$167.34,6/14/2019,3/5/2020
"2,747",2020,3,2,1,Detached,"$499,500.00",$181.83,"$538,315.00",$195.96,"2,747",$195.96,2/10/2020,1/15/2021
"4,169",2004,5,4,0,Detached,"$535,000.00",$128.33,"$538,430.00",$129.15,"4,169",$129.15,11/3/2004,7/29/2005
"5,038",2010,6,5,0,Detached,"$548,645.00",$108.90,"$538,500.00",$106.89,"3,713",$106.89,12/15/2009,6/11/2010
"3,581",2005,5,4,1,Detached,"$544,900.00",$152.16,"$538,500.00",$150.38,"3,581",$150.38,6/20/2005,8/6/2006
"3,325",2007,5,4,0,Detached,"$550,000.00",$165.41,"$538,500.00",$161.95,"3,325",$161.95,4/23/2015,6/17/2015
"3,773",2005,4,3,1,Detached,"$538,650.00",$142.76,"$538,650.00",$142.76,"3,773",$142.76,3/10/2005,10/24/2005
"4,118",2012,5,4,0,Detached,"$549,900.00",$133.54,"$538,721.00",$130.82,"4,118",$130.82,8/22/2011,10/31/2012
"3,581",2014,5,4,1,Detached,"$538,840.00",$150.47,"$538,840.00",$150.47,"3,581",$150.47,6/12/2014,11/24/2014
"3,503",1999,4,3,1,Detached,"$544,900.00",$155.55,"$538,900.00",$153.84,"3,503",$153.84,2/26/2010,8/16/2010
"3,447",2004,5,3,1,Detached,"$538,900.00",$156.34,"$538,900.00",$156.34,"3,447",$156.34,6/8/2004,10/13/2004
"3,581",2006,5,4,1,Detached,"$538,900.00",$150.49,"$538,900.00",$150.49,"3,581",$150.49,10/6/2005,6/22/2006
"3,592",2004,5,4,1,Detached,"$529,900.00",$147.52,"$538,900.00",$150.03,"3,592",$150.03,4/28/2004,10/14/2004
"3,566",1999,5,3,1,Detached,"$539,000.00",$151.15,"$539,000.00",$151.15,"3,566",$151.15,4/26/2018,6/25/2018
"3,519",2006,5,4,0,Detached,"$539,000.00",$153.17,"$539,000.00",$153.17,"3,519",$153.17,11/7/2006,5/6/2007
"3,778",2006,4,3,1,Detached,"$560,900.00",$148.46,"$539,000.00",$142.67,"3,778",$142.67,1/18/2013,4/22/2013
"3,638",2012,5,4,1,Detached,"$539,000.00",$148.16,"$539,000.00",$148.16,"3,638",$148.16,3/8/2019,4/24/2019
"2,856",2022,4,3,2,Attached,"$539,035.00",$188.74,"$539,035.00",$188.74,"2,856",$188.74,11/5/2021,6/21/2022
"6,014",2013,5,4,1,Detached,"$535,000.00",$88.96,"$539,810.00",$89.76,"4,161",$89.76,4/23/2013,3/27/2014
"3,382",2006,5,3,1,Detached,"$539,900.00",$159.64,"$539,900.00",$159.64,"3,382",$159.64,12/8/2005,8/1/2006
"3,258",2006,4,3,1,Detached,"$539,900.00",$165.72,"$539,900.00",$165.72,"3,258",$165.72,12/1/2005,8/3/2006
"3,544",2006,4,3,1,Detached,"$539,900.00",$152.34,"$539,900.00",$152.34,"3,544",$152.34,8/16/2006,4/2/2007
"3,209",2013,4,4,0,Detached,"$549,500.00",$171.24,"$539,900.00",$168.25,"3,209",$168.25,1/28/2013,5/30/2013
"4,821",2009,6,5,0,Detached,"$549,900.00",$114.06,"$539,900.00",$111.99,"3,445",$111.99,7/30/2010,12/28/2010
"3,224",2005,4,3,0,Detached,"$539,900.00",$167.46,"$539,900.00",$167.46,"3,224",$167.46,10/12/2005,5/1/2006
"2,750",1998,4,2,1,Detached,"$539,900.00",$196.33,"$539,900.00",$196.33,"2,750",$196.33,11/9/2020,1/12/2021
"3,015",2018,5,3,1,Detached,"$559,900.00",$185.70,"$539,900.00",$179.07,"3,015",$179.07,10/26/2018,9/26/2019
"3,635",2008,4,3,1,Attached,"$539,900.00",$148.53,"$539,900.00",$148.53,"3,635",$148.53,6/25/2008,11/5/2008
"2,658",2009,3,2,1,Attached,"$524,900.00",$197.48,"$539,900.00",$203.12,"2,658",$203.12,2/22/2021,3/30/2021
"3,865",2004,5,4,0,Detached,"$517,400.00",$133.87,"$539,955.00",$139.70,"3,865",$139.70,1/23/2004,7/6/2004
"3,880",2014,5,4,0,Detached,"$549,990.00",$141.75,"$539,990.00",$139.17,"3,880",$139.17,1/6/2014,5/29/2014
"3,821",1999,5,3,1,Detached,"$539,999.00",$141.32,"$539,999.00",$141.32,"3,821",$141.32,3/20/2015,5/21/2015
"3,242",2010,4,4,0,Detached,"$540,000.00",$166.56,"$540,000.00",$166.56,"3,242",$166.56,2/4/2017,3/29/2017
"4,534",2006,5,3,1,Detached,"$549,000.00",$121.09,"$540,000.00",$119.10,"4,534",$119.10,6/10/2015,8/6/2015
"3,366",2018,5,4,0,Detached,"$549,901.00",$163.37,"$540,000.00",$160.43,"3,366",$160.43,2/1/2018,4/20/2018
"3,713",2010,5,4,0,Detached,"$549,900.00",$148.10,"$540,000.00",$145.44,"3,713",$145.43,9/30/2010,12/30/2010
"3,980",2007,5,4,0,Detached,"$539,000.00",$135.43,"$540,000.00",$135.68,"3,980",$135.68,2/7/2014,4/4/2014
"3,218",1998,4,3,1,Detached,"$547,000.00",$169.98,"$540,000.00",$167.81,"3,218",$167.81,10/13/2007,12/20/2007
"3,434",2004,4,3,1,Detached,"$565,000.00",$164.53,"$540,000.00",$157.25,"3,434",$157.25,2/20/2009,6/10/2009
"3,909",2005,5,3,1,Detached,"$539,850.00",$138.10,"$540,000.00",$138.14,"3,909",$138.14,3/28/2013,5/16/2013
"3,500",1998,5,3,1,Detached,"$579,000.00",$165.43,"$540,000.00",$154.29,"3,500",$154.29,10/27/2011,4/5/2012
"3,585",2004,5,4,0,Detached,"$559,900.00",$156.18,"$540,000.00",$150.63,"3,585",$150.63,5/28/2013,8/12/2013
"3,795",2006,5,4,0,Detached,"$569,000.00",$149.93,"$540,000.00",$142.29,"3,795",$142.29,3/22/2016,6/10/2016
"3,231",2008,4,3,0,Detached,"$499,900.00",$154.72,"$540,000.00",$167.13,"3,231",$167.13,4/9/2009,6/26/2009
"4,175",1997,4,4,1,Detached,"$549,900.00",$131.71,"$540,000.00",$129.34,"3,116",$129.34,4/23/2012,7/13/2012
"4,148",2006,5,4,0,Detached,"$574,900.00",$138.60,"$540,000.00",$130.18,"4,148",$130.18,11/5/2010,6/30/2011
"3,012",2007,4,3,1,Detached,"$559,900.00",$185.89,"$540,000.00",$179.28,"3,012",$179.28,6/27/2007,1/14/2008
"3,967",2001,4,4,0,Detached,"$550,000.00",$138.64,"$540,000.00",$136.12,"3,967",$136.12,6/19/2009,8/12/2009
"3,372",2018,4,2,1,Detached,"$540,000.00",$160.14,"$540,000.00",$160.14,"3,372",$160.14,2/8/2018,8/29/2018
"3,818",2012,5,3,1,Detached,"$549,900.00",,"$540,000.00",$141.44,"3,818",$141.44,5/3/2014,7/31/2014
"3,763",2006,5,4,0,Detached,"$569,000.00",$151.21,"$540,000.00",$143.50,"3,763",$143.50,11/11/2011,1/31/2012
"3,853",2013,5,4,0,Detached,"$550,000.00",$142.75,"$540,000.00",$140.15,"3,853",$140.15,2/5/2013,7/18/2013
"3,091",1995,4,3,1,Detached,"$549,995.00",$177.93,"$540,000.00",$174.70,"3,091",$174.70,11/1/2013,2/14/2014
"4,174",2010,5,5,0,Detached,"$550,000.00",$131.77,"$540,000.00",$129.37,"4,174",$129.37,5/16/2017,7/14/2017
"3,677",2001,4,4,0,Detached,"$550,000.00",$149.58,"$540,000.00",$146.86,"3,677",$146.86,1/18/2010,3/11/2010
"3,677",2012,5,4,0,Detached,"$534,900.00",$145.47,"$540,000.00",$146.86,"3,677",$146.86,4/12/2012,6/18/2012
"4,380",2006,5,4,0,Detached,"$549,900.00",$125.55,"$540,000.00",$123.29,"4,380",$123.29,1/22/2010,7/20/2010
"3,638",2008,4,3,1,Detached,"$549,000.00",$150.91,"$540,000.00",$148.43,"3,638",$148.43,10/1/2015,4/6/2016
"3,757",2012,5,5,0,Detached,"$549,900.00",$146.37,"$540,000.00",$143.73,"3,265",$143.73,9/26/2012,4/12/2013
"3,313",2010,5,3,1,Detached,"$564,900.00",$170.51,"$540,000.00",$162.99,"3,313",$162.99,4/28/2017,7/20/2017
"3,510",2010,4,3,1,Detached,"$550,000.00",$156.70,"$540,000.00",$153.85,"3,510",$153.85,8/7/2013,9/30/2013
"3,581",2008,5,4,0,Detached,"$535,000.00",$149.40,"$540,000.00",$150.80,"3,581",$150.80,3/19/2015,5/21/2015
"3,034",1998,5,3,0,Detached,"$535,000.00",$176.33,"$540,000.00",$177.98,"3,034",$177.98,9/30/2014,12/1/2014
"4,639",2003,5,5,0,Detached,"$560,000.00",$120.72,"$540,000.00",$116.40,"3,288",$116.40,12/14/2006,2/28/2007
"3,735",2004,5,4,1,Detached,"$549,900.00",$147.23,"$540,000.00",$144.58,"3,735",$144.58,2/18/2012,4/9/2012
"3,713",2010,6,5,0,Detached,"$560,505.00",$150.96,"$540,000.00",$145.44,"3,713",$145.43,5/7/2010,1/14/2011
"4,038",2007,4,3,1,Detached,"$554,975.00",$137.44,"$540,000.00",$133.73,"4,038",$133.73,3/17/2008,4/30/2008
"3,494",1999,4,3,1,Detached,"$569,900.00",$163.11,"$540,000.00",$154.55,"3,494",$154.55,9/19/2006,10/25/2006
"3,585",2004,5,4,0,Detached,"$549,900.00",$153.39,"$540,000.00",$150.63,"3,585",$150.63,3/23/2012,6/29/2012
